"id","respondent_type","instansi","unitkerja","target","data_populasi","data_clean","data_blast","data_blast_email","perolehan","perolehan_capi","perolehan_qrcode","persentase_capaian_target","persentase_response_rate_online","persentase_target_dari_populasi","persentase_clean_dari_populasi","jumlah_capi","jumlah_qr"
NA,"INTERNAL","PEMERINTAH KOTA KOTAMOBAGU","TOTAL",297,730,621,689,0,204,0,0,68.69,29.61,40.68,85.07,0,0
NA,"INTERNAL","PEMERINTAH KOTA KUPANG","TOTAL",419,2554,2272,2004,4,408,0,0,97.37,20.32,16.41,88.96,0,0
NA,"INTERNAL","PEMERINTAH KOTA LANGSA","TOTAL",397,1913,789,820,2,446,0,0,112.34,54.26,20.75,41.24,0,0
NA,"INTERNAL","PEMERINTAH KOTA LHOKSEUMAWE","TOTAL",382,1600,1474,1377,0,338,0,0,88.48,24.55,23.88,92.12,0,0
NA,"INTERNAL","PEMERINTAH KOTA LUBUKLINGGAU","TOTAL",409,2223,1681,1297,3,203,0,0,49.63,15.62,18.4,75.62,0,0
NA,"INTERNAL","PEMERINTAH KOTA MADIUN","TOTAL",365,1341,848,857,3,367,0,0,100.55,42.67,27.22,63.24,0,0
NA,"INTERNAL","PEMERINTAH KOTA MAGELANG","TOTAL",389,1741,842,885,1,464,0,0,119.28,52.37,22.34,48.36,0,0
NA,"INTERNAL","PEMERINTAH KOTA MAKASSAR","TOTAL",486,15451,10852,9101,51,763,0,0,157,8.34,3.15,70.23,0,0
NA,"INTERNAL","PEMERINTAH KOTA MALANG","TOTAL",470,7526,3164,2875,13,1373,0,0,292.13,47.54,6.25,42.04,0,0
NA,"INTERNAL","PEMERINTAH KOTA MANADO","TOTAL",460,5581,1544,1459,24,367,0,0,79.78,24.75,8.24,27.67,0,0
NA,"INTERNAL","PEMERINTAH KOTA MATARAM","TOTAL",444,3898,2632,2284,14,450,0,0,101.35,19.58,11.39,67.52,0,0
NA,"INTERNAL","PEMERINTAH KOTA MEDAN","TOTAL",491,23887,8770,7322,108,592,0,0,120.57,7.97,2.06,36.71,0,0
NA,"INTERNAL","PEMERINTAH KOTA METRO","TOTAL",440,3593,1308,988,22,230,0,0,52.27,22.77,12.25,36.4,0,0
NA,"INTERNAL","PEMERINTAH KOTA MOJOKERTO","TOTAL",297,727,563,588,0,387,0,0,130.3,65.82,40.85,77.44,0,0
NA,"INTERNAL","PEMERINTAH KOTA PADANG","TOTAL",427,2892,1565,1644,52,558,0,0,130.68,32.9,14.76,54.11,0,0
NA,"INTERNAL","PEMERINTAH KOTA PADANG PANJANG","TOTAL",321,892,791,754,1,298,0,0,92.83,39.47,35.99,88.68,0,0
NA,"INTERNAL","PEMERINTAH KOTA PADANGSIDIMPUAN","TOTAL",419,2543,1780,1536,4,504,0,0,120.29,32.73,16.48,70,0,0
NA,"INTERNAL","PEMERINTAH KOTA PAGAR ALAM","TOTAL",425,2800,1112,803,198,248,0,0,58.35,24.78,15.18,39.71,0,0
NA,"INTERNAL","PEMERINTAH KOTA PALANGKA RAYA","TOTAL",466,6639,2434,2047,10,382,0,0,81.97,18.57,7.02,36.66,0,0
NA,"INTERNAL","PEMERINTAH KOTA PALEMBANG","TOTAL",445,3957,2306,2158,3,693,0,0,155.73,32.07,11.25,58.28,0,0
NA,"INTERNAL","PEMERINTAH KOTA PALOPO","TOTAL",425,2807,2410,2236,1,160,0,0,37.65,7.15,15.14,85.86,0,0
NA,"INTERNAL","PEMERINTAH KOTA PALU","TOTAL",357,1236,467,1005,2,294,0,0,82.35,29.2,28.88,37.78,0,0
NA,"INTERNAL","PEMERINTAH KOTA PANGKALPINANG","TOTAL",432,3132,2158,1880,12,480,0,0,111.11,25.37,13.79,68.9,0,0
NA,"INTERNAL","PEMERINTAH KOTA PAREPARE","TOTAL",423,2712,797,736,0,312,0,0,73.76,42.39,15.6,29.39,0,0
NA,"INTERNAL","PEMERINTAH KOTA PARIAMAN","TOTAL",419,2562,1266,1063,32,204,0,0,48.69,18.63,16.35,49.41,0,0
NA,"INTERNAL","PEMERINTAH KOTA PASURUAN","TOTAL",376,1509,1360,1311,0,473,0,0,125.8,36.08,24.92,90.13,0,0
NA,"INTERNAL","PEMERINTAH KOTA PAYAKUMBUH","TOTAL",359,1264,1148,1143,1,335,0,0,93.31,29.28,28.4,90.82,0,0
NA,"INTERNAL","PEMERINTAH KOTA PEKALONGAN","TOTAL",365,1343,1185,1198,2,581,0,0,159.18,48.42,27.18,88.24,0,0
NA,"INTERNAL","PEMERINTAH KOTA PEKANBARU","TOTAL",420,2582,2109,1845,46,404,0,0,96.19,21.36,16.27,81.68,0,0
NA,"INTERNAL","PEMERINTAH KOTA PEMATANGSIANTAR","TOTAL",384,1644,1320,1187,2,717,0,0,186.72,60.3,23.36,80.29,0,0
NA,"INTERNAL","PEMERINTAH KOTA PONTIANAK","TOTAL",469,7264,2506,2219,3,462,0,0,98.51,20.79,6.46,34.5,0,0
NA,"INTERNAL","PEMERINTAH KOTA PRABUMULIH","TOTAL",355,1222,1110,1414,0,365,0,0,102.82,25.81,29.05,90.83,0,0
NA,"INTERNAL","PEMERINTAH KOTA PROBOLINGGO","TOTAL",432,3100,1868,1635,1,1108,0,0,256.48,67.73,13.94,60.26,0,0
NA,"INTERNAL","PEMERINTAH KOTA SABANG","TOTAL",403,2053,1067,924,3,256,0,0,63.52,27.62,19.63,51.97,0,0
NA,"INTERNAL","PEMERINTAH KOTA SALATIGA","TOTAL",430,3021,1206,1050,2,506,0,0,117.67,48.1,14.23,39.92,0,0
NA,"INTERNAL","PEMERINTAH KOTA SAMARINDA","TOTAL",478,10282,2259,2331,0,567,0,0,118.62,24.32,4.65,21.97,0,0
NA,"INTERNAL","PEMERINTAH KOTA SAWAHLUNTO","TOTAL",406,2122,1053,1012,4,516,0,0,127.09,50.79,19.13,49.62,0,0
NA,"INTERNAL","PEMERINTAH KOTA SEMARANG","TOTAL",426,2811,2396,2696,1,864,0,0,202.82,32.04,15.15,85.24,0,0
NA,"INTERNAL","PEMERINTAH KOTA SERANG","TOTAL",416,2425,1975,1747,16,319,0,0,76.68,18.09,17.15,81.44,0,0
NA,"INTERNAL","PEMERINTAH KOTA SIBOLGA","TOTAL",327,941,866,666,6,213,0,0,65.14,31.7,34.75,92.03,0,0
NA,"INTERNAL","PEMERINTAH KOTA SINGKAWANG","TOTAL",380,1568,913,761,11,383,0,0,100.79,49.61,24.23,58.23,0,0
NA,"INTERNAL","PEMERINTAH KOTA SOLOK","TOTAL",367,1366,1221,1213,3,460,0,0,125.34,37.83,26.87,89.39,0,0
NA,"INTERNAL","PEMERINTAH KOTA SORONG","TOTAL",30,1603,1251,1046,21,126,0,0,420,11.81,1.87,78.04,0,0
NA,"INTERNAL","PEMERINTAH KOTA SUBULUSSALAM","TOTAL",421,3914,788,549,70,113,0,0,26.84,18.26,10.76,20.13,0,0
NA,"INTERNAL","PEMERINTAH KOTA SUKABUMI","TOTAL",429,2953,1459,1332,4,521,0,0,121.45,39,14.53,49.41,0,0
NA,"INTERNAL","PEMERINTAH KOTA SUNGAI PENUH","TOTAL",398,1921,1009,973,6,316,0,0,79.4,32.28,20.72,52.52,0,0
NA,"INTERNAL","PEMERINTAH KOTA SURABAYA","TOTAL",451,4514,4046,4233,2,2213,0,0,490.69,52.26,9.99,89.63,0,0
NA,"INTERNAL","PEMERINTAH KOTA SURAKARTA","TOTAL",390,1761,1620,1553,2,774,0,0,198.46,49.77,22.15,91.99,0,0
NA,"INTERNAL","PEMERINTAH KOTA TANGERANG","TOTAL",400,1985,1639,1670,110,472,0,0,118,26.52,20.15,82.57,0,0
NA,"INTERNAL","PEMERINTAH KOTA TANGERANG SELATAN","TOTAL",452,4553,3471,3167,54,1033,0,0,228.54,32.07,9.93,76.24,0,0
NA,"INTERNAL","PEMERINTAH KOTA TANJUNG PINANG","TOTAL",421,2637,1803,1877,21,461,0,0,109.5,24.29,15.97,68.37,0,0
NA,"INTERNAL","PEMERINTAH KOTA TANJUNGBALAI","TOTAL",390,1925,1418,1150,0,505,0,0,129.49,43.91,20.26,73.66,0,0
NA,"INTERNAL","PEMERINTAH KOTA TARAKAN","TOTAL",393,1815,806,799,2,370,0,0,94.15,46.19,21.65,44.41,0,0
NA,"INTERNAL","PEMERINTAH KOTA TASIKMALAYA","TOTAL",375,1493,1251,1329,6,291,0,0,77.6,21.8,25.12,83.79,0,0
NA,"INTERNAL","PEMERINTAH KOTA TEBING TINGGI","TOTAL",434,3205,1178,979,1,481,0,0,110.83,49.08,13.54,36.76,0,0
NA,"INTERNAL","PEMERINTAH KOTA TEGAL","TOTAL",380,1565,1316,1210,2,441,0,0,116.05,36.39,24.28,84.09,0,0
NA,"INTERNAL","PEMERINTAH KOTA TERNATE","TOTAL",376,1498,1360,1256,4,104,0,0,27.66,8.25,25.1,90.79,0,0
NA,"INTERNAL","PEMERINTAH KOTA TIDORE KEPULAUAN","TOTAL",339,1050,737,650,3,68,0,0,20.06,10.41,32.29,70.19,0,0
NA,"INTERNAL","PEMERINTAH KOTA TOMOHON","TOTAL",358,1259,973,950,14,229,0,0,63.97,23.76,28.44,77.28,0,0
NA,"INTERNAL","PEMERINTAH KOTA TUAL","TOTAL",296,724,607,548,73,141,0,0,47.64,22.71,40.88,83.84,0,0
NA,"INTERNAL","PEMERINTAH KOTA YOGYAKARTA","TOTAL",409,2210,1762,1737,3,1314,0,0,321.27,75.52,18.51,79.73,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI ACEH","TOTAL",493,28123,7482,6292,100,699,0,0,141.78,10.94,1.75,26.6,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI BALI","TOTAL",484,14057,8294,7525,19,2133,0,0,440.7,28.27,3.44,59,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI BANTEN","TOTAL",489,20021,6481,5603,3,1645,0,0,336.4,29.34,2.44,32.37,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI BENGKULU","TOTAL",478,10143,1165,1622,69,538,0,0,112.55,31.82,4.71,11.49,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI D.I. YOGYAKARTA","TOTAL",449,4282,3626,3352,1,1757,0,0,391.31,52.4,10.49,84.68,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI DKI JAKARTA","TOTAL",490,20897,18481,18225,50,4551,0,0,928.78,24.9,2.34,88.44,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI GORONTALO","TOTAL",466,6494,2508,2261,12,527,0,0,113.09,23.19,7.18,38.62,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI JAMBI","TOTAL",454,4793,3130,3660,15,1263,0,0,278.19,34.37,9.47,65.3,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI JAWA BARAT","TOTAL",497,48646,8287,7137,65,2568,0,0,516.7,35.66,1.02,17.04,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI JAWA TENGAH","TOTAL",449,4267,3882,3953,2,1657,0,0,369.04,41.9,10.52,90.98,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI JAWA TIMUR","TOTAL",483,12817,10718,9323,17,3046,0,0,630.64,32.61,3.77,83.62,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KALIMANTAN BARAT","TOTAL",485,14931,5301,4284,26,592,0,0,122.06,13.74,3.25,35.5,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KALIMANTAN SELATAN","TOTAL",474,8726,7025,6288,27,928,0,0,195.78,14.7,5.43,80.51,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KALIMANTAN TENGAH","TOTAL",396,1892,1735,2003,5,507,0,0,128.03,25.25,20.93,91.7,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KALIMANTAN TIMUR","TOTAL",427,2857,2580,2385,6,404,0,0,94.61,16.9,14.95,90.3,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KALIMANTAN UTARA","TOTAL",391,1774,1652,1903,0,401,0,0,102.56,21.07,22.04,93.12,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KEPULAUAN BANGKA BELITUNG","TOTAL",437,3402,2513,2443,1,455,0,0,104.12,18.62,12.85,73.87,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI KEPULAUAN RIAU","TOTAL",465,6451,3906,3669,5,1503,0,0,323.23,40.91,7.21,60.55,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI LAMPUNG","TOTAL",479,10754,4180,3286,12,692,0,0,144.47,20.98,4.45,38.87,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI MALUKU","TOTAL",481,11671,2733,1852,287,243,0,0,50.52,11.36,4.12,23.42,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI MALUKU UTARA","TOTAL",415,2406,2232,1946,11,382,0,0,92.05,19.52,17.25,92.77,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI NUSA TENGGARA BARAT","TOTAL",471,7700,4090,3521,13,528,0,0,112.1,14.94,6.12,53.12,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI NUSA TENGGARA TIMUR","TOTAL",395,1855,1677,1415,1,188,0,0,47.59,13.28,21.29,90.4,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA","TOTAL",439,3616,3358,2761,66,305,0,0,69.48,10.79,12.14,92.87,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA BARAT","TOTAL",198,1172,1018,1056,13,199,0,0,100.51,18.62,16.89,86.86,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA BARAT DAYA","TOTAL",30,0,0,0,0,0,0,0,0,0,Inf,NA,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA PEGUNUNGAN","TOTAL",280,636,560,479,5,58,0,0,20.71,11.98,44.03,88.05,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA SELATAN","TOTAL",234,439,297,326,0,66,0,0,28.21,20.25,53.3,67.65,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI PAPUA TENGAH","TOTAL",348,1404,1172,1076,3,156,0,0,44.83,14.46,24.79,83.48,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI RIAU","TOTAL",489,18991,9318,3346,5992,863,0,0,176.48,9.24,2.57,49.07,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SULAWESI BARAT","TOTAL",341,1063,886,1702,5,451,0,0,132.26,26.42,32.08,83.35,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SULAWESI SELATAN","TOTAL",465,6402,5879,5151,64,511,0,0,109.89,9.8,7.26,91.83,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SULAWESI TENGAH","TOTAL",480,11054,4732,3923,147,506,0,0,105.42,12.43,4.34,42.81,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SULAWESI TENGGARA","TOTAL",433,3160,1594,1558,4,324,0,0,74.83,20.74,13.7,50.44,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SULAWESI UTARA","TOTAL",479,10431,7461,6385,15,610,0,0,127.35,9.53,4.59,71.53,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SUMATERA BARAT","TOTAL",402,3109,1955,1942,4,525,0,0,130.6,26.98,12.93,62.88,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SUMATERA SELATAN","TOTAL",464,6191,5306,4969,15,549,0,0,118.32,11.02,7.49,85.71,0,0
NA,"INTERNAL","PEMERINTAH PROVINSI SUMATERA UTARA","TOTAL",476,9140,3199,4821,6,883,0,0,185.5,18.29,5.21,35,0,0
NA,"INTERNAL","PERPUSTAKAAN NASIONAL REPUBLIK INDONESIA","TOTAL",311,818,791,735,0,313,0,0,100.64,42.59,38.02,96.7,0,0
NA,"INTERNAL","PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN (PPATK)","TOTAL",229,422,422,0,422,242,0,0,105.68,57.35,54.27,100,0,0
NA,"INTERNAL","SEKRETARIAT JENDERAL DPD RI","TOTAL",278,625,585,510,0,217,0,0,78.06,42.55,44.48,93.6,0,0
NA,"INTERNAL","SEKRETARIAT JENDERAL DPR RI","TOTAL",392,1792,1786,1690,2,1113,0,0,283.93,65.78,21.88,99.67,0,0
NA,"INTERNAL","SEKRETARIAT JENDERAL MPR-RI","TOTAL",231,430,400,335,0,137,0,0,59.31,40.9,53.72,93.02,0,0
NA,"INTERNAL","SEKRETARIAT KABINET","TOTAL",251,504,500,469,0,179,0,0,71.31,38.17,49.8,99.21,0,0
NA,"INTERNAL","TENTARA NASIONAL INDONESIA","TOTAL",1,1,0,2,0,1,0,0,100,50,100,0,0,0
NA,"INTERNAL","SELURUH K/L/PD PESERTA SPI 2024","SELURUH K/L/PD PESERTA SPI 2024",274670,2647626,1464479,1252832,91126,431857,0,0,157.23,32.13,10.37,55.31,0,0
